epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,286.927,0.67142,0.36538,1.13187,0.99267,1,0.995,0.70931,1.01257,0.3805,1.50482,0.00132284,0.00132284,0.00132284
173,288.531,0.71524,0.35222,1.06817,0.99626,1,0.995,0.70224,0.98956,0.37772,1.4655,0.00131888,0.00131888,0.00131888
174,290.132,0.60974,0.36415,1.10411,0.99724,1,0.995,0.7183,1.02609,0.40046,1.57388,0.00131492,0.00131492,0.00131492
175,291.758,0.61714,0.30458,1.1233,0.99765,1,0.995,0.70445,1.032,0.38282,1.65795,0.00131096,0.00131096,0.00131096
176,293.365,0.68893,0.34233,1.13102,0.9976,1,0.995,0.72666,1.07791,0.38336,1.66227,0.001307,0.001307,0.001307
177,294.962,0.71378,0.34667,1.12753,1,0.9986,0.995,0.69049,1.16967,0.42222,1.6477,0.00130304,0.00130304,0.00130304
178,296.725,0.75745,0.40815,1.24342,0.96734,0.98761,0.98984,0.62421,1.27904,0.48903,1.73926,0.00129908,0.00129908,0.00129908
179,298.335,0.72386,0.35219,1.10306,0.99838,1,0.995,0.66352,1.23366,0.43847,1.73085,0.00129512,0.00129512,0.00129512
180,299.931,0.57314,0.29834,1.04442,1,0.9981,0.995,0.66867,1.24566,0.44421,1.7163,0.00129116,0.00129116,0.00129116
181,301.538,0.59623,0.30683,1.10108,0.93675,0.98757,0.98875,0.65478,1.24886,0.55306,1.65847,0.0012872,0.0012872,0.0012872
182,303.14,0.65556,0.30259,1.12458,0.93311,0.93013,0.97623,0.64213,1.2957,0.66335,1.68892,0.00128324,0.00128324,0.00128324
183,304.739,0.62884,0.31753,1.12899,0.95986,1,0.98758,0.6575,1.22854,0.55248,1.61757,0.00127928,0.00127928,0.00127928
