epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
165,417.925,0.61005,0.34992,1.10191,0.99844,1,0.995,0.72808,1.01251,0.35218,1.49476,0.0003764,0.0003764,0.0003764
166,420.506,0.5419,0.29197,1.13579,0.9981,1,0.995,0.70923,1.05488,0.35518,1.54397,0.0003665,0.0003665,0.0003665
167,422.952,0.77861,0.40675,1.25047,0.99811,1,0.995,0.70882,1.07007,0.36204,1.5751,0.0003566,0.0003566,0.0003566
168,425.39,0.626,0.35354,1.12538,0.9981,1,0.995,0.69596,1.06777,0.36849,1.52555,0.0003467,0.0003467,0.0003467
169,427.774,0.76702,0.35842,1.22869,0.99804,1,0.995,0.7075,1.05304,0.35631,1.49507,0.0003368,0.0003368,0.0003368
170,430.244,0.57862,0.31595,1.10672,0.99816,1,0.995,0.7008,1.03754,0.35214,1.5071,0.0003269,0.0003269,0.0003269
171,432.697,0.71109,0.36166,1.20032,0.99923,1,0.995,0.72124,1.01576,0.34944,1.52052,0.000317,0.000317,0.000317
172,435.337,0.66992,0.36811,1.14108,0.99841,1,0.995,0.72419,1.01339,0.34837,1.52577,0.0003071,0.0003071,0.0003071
173,437.806,0.68659,0.34328,1.27863,0.99832,1,0.995,0.73789,1.00772,0.34696,1.52665,0.0002972,0.0002972,0.0002972
174,440.259,0.63366,0.35201,1.09112,0.99826,1,0.995,0.74687,1.00867,0.34096,1.52625,0.0002873,0.0002873,0.0002873
175,442.717,0.72526,0.36118,1.1876,0.99948,1,0.995,0.75857,0.99244,0.3475,1.52707,0.0002774,0.0002774,0.0002774
176,446.29,0.59966,0.32535,1.18953,0.99867,1,0.995,0.75622,0.99315,0.33231,1.52379,0.0002675,0.0002675,0.0002675
177,448.76,0.55507,0.33227,1.13264,0.99818,1,0.995,0.75342,0.98977,0.32463,1.52771,0.0002576,0.0002576,0.0002576
178,451.405,0.56644,0.39181,1.09658,0.99818,1,0.995,0.75603,0.99231,0.31635,1.53808,0.0002477,0.0002477,0.0002477
179,453.864,0.65206,0.36849,1.17082,1,1,0.995,0.75485,0.99899,0.32605,1.54771,0.0002378,0.0002378,0.0002378
180,456.32,0.65001,0.40296,1.16588,1,1,0.995,0.74165,1.01034,0.33414,1.56011,0.0002279,0.0002279,0.0002279
181,458.815,0.5346,0.30463,1.06881,0.99819,1,0.995,0.74139,0.9958,0.33628,1.54582,0.000218,0.000218,0.000218
182,461.272,0.62277,0.2957,1.21632,0.99821,1,0.995,0.74782,0.9857,0.33337,1.52875,0.0002081,0.0002081,0.0002081
183,463.86,0.74602,0.37185,1.19977,0.99821,1,0.995,0.74559,0.98483,0.33323,1.52119,0.0001982,0.0001982,0.0001982
184,466.641,0.63944,0.32419,1.13084,0.9982,1,0.995,0.74794,0.98439,0.32481,1.52034,0.0001883,0.0001883,0.0001883
185,469.07,0.60084,0.32932,1.0852,0.99818,1,0.995,0.74509,0.99383,0.31703,1.51659,0.0001784,0.0001784,0.0001784
186,471.499,0.64309,0.31242,1.14961,0.9982,1,0.995,0.7453,1.00524,0.32539,1.50953,0.0001685,0.0001685,0.0001685
187,473.91,0.54098,0.35572,1.10452,0.99822,1,0.995,0.75005,0.99664,0.32348,1.51192,0.0001586,0.0001586,0.0001586
